t	n	p	v	i
25	88	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,06E-02
25	88	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,06E-01
25	88	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,59E-01
25	88	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,34E-03
25	88	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,72E-03
25	88	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,36E-03
25	88	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,87E-02
25	88	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,45E-02
25	88	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,59E-02
25	88	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,11E+00
25	88	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,31E+00
25	88	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,59E+00
25	88	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,26E-03
25	88	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,14E-02
25	88	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,81E-02
25	88	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	4,01E-02
25	88	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,99E-02
25	88	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,92E-02
25	88	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,06E-02
25	88	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,06E-01
25	88	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,59E-01
25	88	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,27E-03
25	88	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,78E-03
25	88	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,39E-03
25	88	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,85E-02
25	88	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,45E-02
25	88	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,59E-02
25	88	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,11E+00
25	88	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,30E+00
25	88	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,59E+00
25	88	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,25E-03
25	88	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,14E-02
25	88	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,82E-02
25	88	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	4,01E-02
25	88	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,99E-02
25	88	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,92E-02
25	88	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,03E-02
25	88	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,06E-01
25	88	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,59E-01
25	88	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,45E-03
25	88	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,77E-03
25	88	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,39E-03
25	88	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,87E-02
25	88	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,44E-02
25	88	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,59E-02
25	88	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,12E+00
25	88	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,31E+00
25	88	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,59E+00
25	88	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,30E-03
25	88	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,14E-02
25	88	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,82E-02
25	88	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	4,01E-02
25	88	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,99E-02
25	88	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,92E-02
25	88	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,05E-02
25	88	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,06E-01
25	88	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,59E-01
25	88	VDDO_PAD_3_3V_IDDQ3V3_-8	4,50E+00	3,86E-03
25	88	VDDO_PAD_3_3V_IDDQ3V3_-8	5,00E+00	9,59E-03
25	88	VDDO_PAD_3_3V_IDDQ3V3_-8	5,50E+00	2,46E-02
25	88	VDDR_PAD_3_3V_IDDQ3V3_-8	4,50E+00	7,67E-05
25	88	VDDR_PAD_3_3V_IDDQ3V3_-8	5,00E+00	3,78E-04
25	88	VDDR_PAD_3_3V_IDDQ3V3_-8	5,50E+00	9,87E-04
25	88	Freq_PROCMONDCELLS	1,00E+00	NaN
25	88	Freq_PROCMONDCELLS	1,10E+00	NaN
25	88	Freq_PROCMONDCELLS	1,20E+00	NaN
25	88	Freq_PROCMONDCELLS	1,30E+00	2,83E+00
25	88	Freq_PROCMONDCELLS	1,40E+00	3,42E+00
25	88	Freq_PROCMONDCELLS	1,50E+00	4,00E+00
25	88	Freq_PROCMONDCELLS	1,60E+00	4,58E+00
25	88	Freq_PROCMONDCELLS	1,70E+00	5,14E+00
25	88	Freq_PROCMONDCELLS	1,80E+00	5,68E+00
25	88	Freq_PROCMONDCELLS	1,90E+00	6,20E+00
25	88	Freq_PROCMONDCELLS	2,00E+00	6,70E+00
25	88	Pulse1_PROCMONDCELLS	1,00E+00	NaN
25	88	Pulse1_PROCMONDCELLS	1,10E+00	NaN
25	88	Pulse1_PROCMONDCELLS	1,20E+00	NaN
25	88	Pulse1_PROCMONDCELLS	1,30E+00	2,29E+02
25	88	Pulse1_PROCMONDCELLS	1,40E+00	1,82E+02
25	88	Pulse1_PROCMONDCELLS	1,50E+00	1,53E+02
25	88	Pulse1_PROCMONDCELLS	1,60E+00	1,32E+02
25	88	Pulse1_PROCMONDCELLS	1,70E+00	1,16E+02
25	88	Pulse1_PROCMONDCELLS	1,80E+00	1,04E+02
25	88	Pulse1_PROCMONDCELLS	1,90E+00	9,41E+01
25	88	Pulse1_PROCMONDCELLS	2,00E+00	8,69E+01
25	88	Pulse2_PROCMONDCELLS	1,00E+00	NaN
25	88	Pulse2_PROCMONDCELLS	1,10E+00	NaN
25	88	Pulse2_PROCMONDCELLS	1,20E+00	NaN
25	88	Pulse2_PROCMONDCELLS	1,30E+00	1,59E+02
25	88	Pulse2_PROCMONDCELLS	1,40E+00	1,24E+02
25	88	Pulse2_PROCMONDCELLS	1,50E+00	1,05E+02
25	88	Pulse2_PROCMONDCELLS	1,60E+00	9,12E+01
25	88	Pulse2_PROCMONDCELLS	1,70E+00	8,13E+01
25	88	Pulse2_PROCMONDCELLS	1,80E+00	7,30E+01
25	88	Pulse2_PROCMONDCELLS	1,90E+00	6,66E+01
25	88	Pulse2_PROCMONDCELLS	2,00E+00	6,17E+01
25	88	Freq_PROCMONDCELLSLL	1,00E+00	NaN
25	88	Freq_PROCMONDCELLSLL	1,10E+00	NaN
25	88	Freq_PROCMONDCELLSLL	1,20E+00	NaN
25	88	Freq_PROCMONDCELLSLL	1,30E+00	2,07E+00
25	88	Freq_PROCMONDCELLSLL	1,40E+00	2,52E+00
25	88	Freq_PROCMONDCELLSLL	1,50E+00	2,98E+00
25	88	Freq_PROCMONDCELLSLL	1,60E+00	3,42E+00
25	88	Freq_PROCMONDCELLSLL	1,70E+00	3,86E+00
25	88	Freq_PROCMONDCELLSLL	1,80E+00	4,29E+00
25	88	Freq_PROCMONDCELLSLL	1,90E+00	4,71E+00
25	88	Freq_PROCMONDCELLSLL	2,00E+00	5,11E+00
25	88	Pulse1_PROCMONDCELLSLL	1,00E+00	NaN
25	88	Pulse1_PROCMONDCELLSLL	1,10E+00	NaN
25	88	Pulse1_PROCMONDCELLSLL	1,20E+00	NaN
25	88	Pulse1_PROCMONDCELLSLL	1,30E+00	3,05E+02
25	88	Pulse1_PROCMONDCELLSLL	1,40E+00	2,42E+02
25	88	Pulse1_PROCMONDCELLSLL	1,50E+00	2,02E+02
25	88	Pulse1_PROCMONDCELLSLL	1,60E+00	1,74E+02
25	88	Pulse1_PROCMONDCELLSLL	1,70E+00	1,53E+02
25	88	Pulse1_PROCMONDCELLSLL	1,80E+00	1,37E+02
25	88	Pulse1_PROCMONDCELLSLL	1,90E+00	1,24E+02
25	88	Pulse1_PROCMONDCELLSLL	2,00E+00	1,14E+02
25	88	Pulse2_PROCMONDCELLSLL	1,00E+00	NaN
25	88	Pulse2_PROCMONDCELLSLL	1,10E+00	NaN
25	88	Pulse2_PROCMONDCELLSLL	1,20E+00	NaN
25	88	Pulse2_PROCMONDCELLSLL	1,30E+00	2,17E+02
25	88	Pulse2_PROCMONDCELLSLL	1,40E+00	1,71E+02
25	88	Pulse2_PROCMONDCELLSLL	1,50E+00	1,44E+02
25	88	Pulse2_PROCMONDCELLSLL	1,60E+00	1,24E+02
25	88	Pulse2_PROCMONDCELLSLL	1,70E+00	1,10E+02
25	88	Pulse2_PROCMONDCELLSLL	1,80E+00	9,84E+01
25	88	Pulse2_PROCMONDCELLSLL	1,90E+00	8,98E+01
25	88	Pulse2_PROCMONDCELLSLL	2,00E+00	8,24E+01
25	88	IOTEST	1,21E+00	1,21E+00
25	88	NANDTREE	1,19E+00	1,19E+00
25	88	LOGIC1	1,28E+00	1,28E+00
25	88	LOGIC2	1,28E+00	1,28E+00
25	88	LOGIC3	1,28E+00	1,28E+00
25	88	LOGIC4	1,28E+00	1,28E+00
25	88	LIFETEST	1,26E+00	1,26E+00
25	88	ROM8KX64DATA	1,21E+00	1,21E+00
25	88	ROM8KX64READ	1,21E+00	1,21E+00
25	88	SPRAMB2KX18DATA	1,21E+00	1,21E+00
25	88	SPRAMB2KX18MARCHC	1,21E+00	1,21E+00
25	88	SPRAMB2KX18MARCHCNEW	1,21E+00	1,21E+00
25	88	DPRAM4KX64DATA	1,28E+00	1,28E+00
25	88	DPRAM4KX64MARCHC	1,26E+00	1,26E+00
25	88	PUPD	1,22E+00	1,22E+00
25	89	VDD_PAD_1_8V_IDDQ1V8_-8	1,62E+00	2,76E-03
25	89	VDD_PAD_1_8V_IDDQ1V8_-8	1,80E+00	2,77E-03
25	89	VDD_PAD_1_8V_IDDQ1V8_-8	1,98E+00	3,33E-03
25	89	VDD!_IDDQ1V8_-8	1,62E+00	1,68E-02
25	89	VDD!_IDDQ1V8_-8	1,80E+00	2,19E-02
25	89	VDD!_IDDQ1V8_-8	1,98E+00	3,23E-02
25	89	VDD_DPRAM4KX64_IDDQ1V8_-8	1,62E+00	9,93E-01
25	89	VDD_DPRAM4KX64_IDDQ1V8_-8	1,80E+00	1,16E+00
25	89	VDD_DPRAM4KX64_IDDQ1V8_-8	1,98E+00	1,41E+00
25	89	VDD_ROM8KX64_IDDQ1V8_-8	1,62E+00	8,56E-03
25	89	VDD_ROM8KX64_IDDQ1V8_-8	1,80E+00	1,13E-02
25	89	VDD_ROM8KX64_IDDQ1V8_-8	1,98E+00	1,76E-02
25	89	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,62E+00	3,37E-02
25	89	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,80E+00	4,22E-02
25	89	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,98E+00	5,93E-02
25	89	VDD!_SEP_IDDQ1V8_-8	1,62E+00	7,75E-02
25	89	VDD!_SEP_IDDQ1V8_-8	1,80E+00	1,02E-01
25	89	VDD!_SEP_IDDQ1V8_-8	1,98E+00	1,52E-01
25	89	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,43E-03
25	89	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,84E-03
25	89	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,37E-03
25	89	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,76E-02
25	89	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,29E-02
25	89	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,34E-02
25	89	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	9,93E-01
25	89	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,16E+00
25	89	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,42E+00
25	89	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,52E-03
25	89	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,14E-02
25	89	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,76E-02
25	89	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,80E-02
25	89	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,71E-02
25	89	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,48E-02
25	89	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,60E-02
25	89	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,94E-02
25	89	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,48E-01
25	89	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,42E-03
25	89	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,62E-03
25	89	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,29E-03
25	89	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,77E-02
25	89	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,27E-02
25	89	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,33E-02
25	89	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	9,90E-01
25	89	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,17E+00
25	89	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,41E+00
25	89	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,47E-03
25	89	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,13E-02
25	89	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,76E-02
25	89	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,79E-02
25	89	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,72E-02
25	89	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,50E-02
25	89	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,57E-02
25	89	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,94E-02
25	89	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,48E-01
25	89	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,39E-03
25	89	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,80E-03
25	89	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,33E-03
25	89	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,76E-02
25	89	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,28E-02
25	89	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,34E-02
25	89	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	9,93E-01
25	89	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,17E+00
25	89	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,42E+00
25	89	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,50E-03
25	89	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,14E-02
25	89	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,76E-02
25	89	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,81E-02
25	89	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,72E-02
25	89	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,49E-02
25	89	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,59E-02
25	89	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,95E-02
25	89	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,48E-01
25	89	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,39E-03
25	89	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,79E-03
25	89	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,33E-03
25	89	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,76E-02
25	89	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,28E-02
25	89	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,34E-02
25	89	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	9,99E-01
25	89	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,16E+00
25	89	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,42E+00
25	89	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,49E-03
25	89	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,13E-02
25	89	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,77E-02
25	89	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,81E-02
25	89	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,72E-02
25	89	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,49E-02
25	89	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,59E-02
25	89	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,94E-02
25	89	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,48E-01
25	89	VDDO_PAD_3_3V_IDDQ3V3_-8	4,50E+00	3,65E-03
25	89	VDDO_PAD_3_3V_IDDQ3V3_-8	5,00E+00	9,48E-03
25	89	VDDO_PAD_3_3V_IDDQ3V3_-8	5,50E+00	2,48E-02
25	89	VDDR_PAD_3_3V_IDDQ3V3_-8	4,50E+00	7,34E-05
25	89	VDDR_PAD_3_3V_IDDQ3V3_-8	5,00E+00	4,95E-04
25	89	VDDR_PAD_3_3V_IDDQ3V3_-8	5,50E+00	8,91E-04
25	89	Freq_PROCMONDCELLS	1,00E+00	NaN
25	89	Freq_PROCMONDCELLS	1,10E+00	NaN
25	89	Freq_PROCMONDCELLS	1,20E+00	NaN
25	89	Freq_PROCMONDCELLS	1,30E+00	2,78E+00
25	89	Freq_PROCMONDCELLS	1,40E+00	3,36E+00
25	89	Freq_PROCMONDCELLS	1,50E+00	3,94E+00
25	89	Freq_PROCMONDCELLS	1,60E+00	4,51E+00
25	89	Freq_PROCMONDCELLS	1,70E+00	5,06E+00
25	89	Freq_PROCMONDCELLS	1,80E+00	5,59E+00
25	89	Freq_PROCMONDCELLS	1,90E+00	6,11E+00
25	89	Freq_PROCMONDCELLS	2,00E+00	6,60E+00
25	89	Pulse1_PROCMONDCELLS	1,00E+00	NaN
25	89	Pulse1_PROCMONDCELLS	1,10E+00	NaN
25	89	Pulse1_PROCMONDCELLS	1,20E+00	NaN
25	89	Pulse1_PROCMONDCELLS	1,30E+00	2,37E+02
25	89	Pulse1_PROCMONDCELLS	1,40E+00	1,85E+02
25	89	Pulse1_PROCMONDCELLS	1,50E+00	1,55E+02
25	89	Pulse1_PROCMONDCELLS	1,60E+00	1,34E+02
25	89	Pulse1_PROCMONDCELLS	1,70E+00	1,18E+02
25	89	Pulse1_PROCMONDCELLS	1,80E+00	1,06E+02
25	89	Pulse1_PROCMONDCELLS	1,90E+00	9,59E+01
25	89	Pulse1_PROCMONDCELLS	2,00E+00	8,81E+01
25	89	Pulse2_PROCMONDCELLS	1,00E+00	NaN
25	89	Pulse2_PROCMONDCELLS	1,10E+00	NaN
25	89	Pulse2_PROCMONDCELLS	1,20E+00	NaN
25	89	Pulse2_PROCMONDCELLS	1,30E+00	1,65E+02
25	89	Pulse2_PROCMONDCELLS	1,40E+00	1,27E+02
25	89	Pulse2_PROCMONDCELLS	1,50E+00	1,07E+02
25	89	Pulse2_PROCMONDCELLS	1,60E+00	9,26E+01
25	89	Pulse2_PROCMONDCELLS	1,70E+00	8,22E+01
25	89	Pulse2_PROCMONDCELLS	1,80E+00	7,44E+01
25	89	Pulse2_PROCMONDCELLS	1,90E+00	6,76E+01
25	89	Pulse2_PROCMONDCELLS	2,00E+00	6,25E+01
25	89	Freq_PROCMONDCELLSLL	1,00E+00	NaN
25	89	Freq_PROCMONDCELLSLL	1,10E+00	NaN
25	89	Freq_PROCMONDCELLSLL	1,20E+00	NaN
25	89	Freq_PROCMONDCELLSLL	1,30E+00	2,05E+00
25	89	Freq_PROCMONDCELLSLL	1,40E+00	2,49E+00
25	89	Freq_PROCMONDCELLSLL	1,50E+00	2,94E+00
25	89	Freq_PROCMONDCELLSLL	1,60E+00	3,38E+00
25	89	Freq_PROCMONDCELLSLL	1,70E+00	3,81E+00
25	89	Freq_PROCMONDCELLSLL	1,80E+00	4,23E+00
25	89	Freq_PROCMONDCELLSLL	1,90E+00	4,65E+00
25	89	Freq_PROCMONDCELLSLL	2,00E+00	5,04E+00
25	89	Pulse1_PROCMONDCELLSLL	1,00E+00	NaN
25	89	Pulse1_PROCMONDCELLSLL	1,10E+00	NaN
25	89	Pulse1_PROCMONDCELLSLL	1,20E+00	NaN
25	89	Pulse1_PROCMONDCELLSLL	1,30E+00	3,12E+02
25	89	Pulse1_PROCMONDCELLSLL	1,40E+00	2,45E+02
25	89	Pulse1_PROCMONDCELLSLL	1,50E+00	2,05E+02
25	89	Pulse1_PROCMONDCELLSLL	1,60E+00	1,76E+02
25	89	Pulse1_PROCMONDCELLSLL	1,70E+00	1,55E+02
25	89	Pulse1_PROCMONDCELLSLL	1,80E+00	1,39E+02
25	89	Pulse1_PROCMONDCELLSLL	1,90E+00	1,25E+02
25	89	Pulse1_PROCMONDCELLSLL	2,00E+00	1,15E+02
25	89	Pulse2_PROCMONDCELLSLL	1,00E+00	NaN
25	89	Pulse2_PROCMONDCELLSLL	1,10E+00	NaN
25	89	Pulse2_PROCMONDCELLSLL	1,20E+00	NaN
25	89	Pulse2_PROCMONDCELLSLL	1,30E+00	2,24E+02
25	89	Pulse2_PROCMONDCELLSLL	1,40E+00	1,74E+02
25	89	Pulse2_PROCMONDCELLSLL	1,50E+00	1,46E+02
25	89	Pulse2_PROCMONDCELLSLL	1,60E+00	1,26E+02
25	89	Pulse2_PROCMONDCELLSLL	1,70E+00	1,11E+02
25	89	Pulse2_PROCMONDCELLSLL	1,80E+00	9,96E+01
25	89	Pulse2_PROCMONDCELLSLL	1,90E+00	9,08E+01
25	89	Pulse2_PROCMONDCELLSLL	2,00E+00	8,38E+01
25	89	IOTEST	1,22E+00	1,22E+00
25	89	NANDTREE	1,21E+00	1,21E+00
25	89	LOGIC1	1,29E+00	1,29E+00
25	89	LOGIC2	1,29E+00	1,29E+00
25	89	LOGIC3	1,29E+00	1,29E+00
25	89	LOGIC4	1,29E+00	1,29E+00
25	89	LIFETEST	1,27E+00	1,27E+00
25	89	ROM8KX64DATA	1,23E+00	1,23E+00
25	89	ROM8KX64READ	1,23E+00	1,23E+00
25	89	SPRAMB2KX18DATA	1,23E+00	1,23E+00
25	89	SPRAMB2KX18MARCHC	1,23E+00	1,23E+00
25	89	SPRAMB2KX18MARCHCNEW	1,23E+00	1,23E+00
25	89	DPRAM4KX64DATA	1,29E+00	1,29E+00
25	89	DPRAM4KX64MARCHC	1,28E+00	1,28E+00
25	89	PUPD	1,23E+00	1,23E+00
25	90	VDD_PAD_1_8V_IDDQ1V8_-8	1,62E+00	2,76E-03
25	90	VDD_PAD_1_8V_IDDQ1V8_-8	1,80E+00	2,91E-03
25	90	VDD_PAD_1_8V_IDDQ1V8_-8	1,98E+00	3,10E-03
25	90	VDD!_IDDQ1V8_-8	1,62E+00	1,55E-02
25	90	VDD!_IDDQ1V8_-8	1,80E+00	2,03E-02
25	90	VDD!_IDDQ1V8_-8	1,98E+00	3,02E-02
25	90	VDD_DPRAM4KX64_IDDQ1V8_-8	1,62E+00	8,77E-01
25	90	VDD_DPRAM4KX64_IDDQ1V8_-8	1,80E+00	1,03E+00
25	90	VDD_DPRAM4KX64_IDDQ1V8_-8	1,98E+00	1,27E+00
25	90	VDD_ROM8KX64_IDDQ1V8_-8	1,62E+00	8,25E-03
25	90	VDD_ROM8KX64_IDDQ1V8_-8	1,80E+00	1,08E-02
25	90	VDD_ROM8KX64_IDDQ1V8_-8	1,98E+00	1,69E-02
25	90	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,62E+00	3,06E-02
25	90	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,80E+00	3,84E-02
25	90	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,98E+00	5,53E-02
25	90	VDD!_SEP_IDDQ1V8_-8	1,62E+00	7,24E-02
25	90	VDD!_SEP_IDDQ1V8_-8	1,80E+00	9,54E-02
