t	n	p	v	i
25	3	Pulse1_PROCMONDCELLSLL	1,90E+00	1,14E+02
25	3	Pulse1_PROCMONDCELLSLL	2,00E+00	1,05E+02
25	3	Pulse2_PROCMONDCELLSLL	1,00E+00	NaN
25	3	Pulse2_PROCMONDCELLSLL	1,10E+00	NaN
25	3	Pulse2_PROCMONDCELLSLL	1,20E+00	7,25E+02
25	3	Pulse2_PROCMONDCELLSLL	1,30E+00	1,96E+02
25	3	Pulse2_PROCMONDCELLSLL	1,40E+00	1,56E+02
25	3	Pulse2_PROCMONDCELLSLL	1,50E+00	1,31E+02
25	3	Pulse2_PROCMONDCELLSLL	1,60E+00	1,14E+02
25	3	Pulse2_PROCMONDCELLSLL	1,70E+00	1,00E+02
25	3	Pulse2_PROCMONDCELLSLL	1,80E+00	9,02E+01
25	3	Pulse2_PROCMONDCELLSLL	1,90E+00	8,24E+01
25	3	Pulse2_PROCMONDCELLSLL	2,00E+00	7,62E+01
25	3	IOTEST	1,19E+00	1,19E+00
25	3	NANDTREE	1,17E+00	1,17E+00
25	3	LOGIC1	1,24E+00	1,24E+00
25	3	LOGIC2	1,24E+00	1,24E+00
25	3	LOGIC3	-1,00E+00	-1,00E+00
25	3	LOGIC4	1,24E+00	1,24E+00
25	3	LIFETEST	1,24E+00	1,24E+00
25	3	ROM8KX64DATA	1,19E+00	1,19E+00
25	3	ROM8KX64READ	1,19E+00	1,19E+00
25	3	SPRAMB2KX18DATA	1,19E+00	1,19E+00
25	3	SPRAMB2KX18MARCHC	1,20E+00	1,20E+00
25	3	SPRAMB2KX18MARCHCNEW	1,20E+00	1,20E+00
25	3	DPRAM4KX64DATA	1,25E+00	1,25E+00
25	3	DPRAM4KX64MARCHC	1,24E+00	1,24E+00
25	3	PUPD	1,20E+00	1,20E+00
25	4	VDD_PAD_1_8V_IDDQ1V8_-8	1,62E+00	3,02E-03
25	4	VDD_PAD_1_8V_IDDQ1V8_-8	1,80E+00	3,23E-03
25	4	VDD_PAD_1_8V_IDDQ1V8_-8	1,98E+00	3,89E-03
25	4	VDD!_IDDQ1V8_-8	1,62E+00	3,16E-02
25	4	VDD!_IDDQ1V8_-8	1,80E+00	3,89E-02
25	4	VDD!_IDDQ1V8_-8	1,98E+00	5,28E-02
25	4	VDD_DPRAM4KX64_IDDQ1V8_-8	1,62E+00	2,18E+00
25	4	VDD_DPRAM4KX64_IDDQ1V8_-8	1,80E+00	2,56E+00
25	4	VDD_DPRAM4KX64_IDDQ1V8_-8	1,98E+00	3,08E+00
25	4	VDD_ROM8KX64_IDDQ1V8_-8	1,62E+00	1,34E-02
25	4	VDD_ROM8KX64_IDDQ1V8_-8	1,80E+00	1,68E-02
25	4	VDD_ROM8KX64_IDDQ1V8_-8	1,98E+00	2,43E-02
25	4	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,62E+00	6,27E-02
25	4	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,80E+00	7,54E-02
25	4	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,98E+00	9,81E-02
25	4	VDD!_SEP_IDDQ1V8_-8	1,62E+00	1,60E-01
25	4	VDD!_SEP_IDDQ1V8_-8	1,80E+00	1,97E-01
25	4	VDD!_SEP_IDDQ1V8_-8	1,98E+00	2,66E-01
25	4	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,79E-03
25	4	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	3,27E-03
25	4	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,89E-03
25	4	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,37E-02
25	4	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,15E-02
25	4	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	5,53E-02
25	4	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,18E+00
25	4	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,56E+00
25	4	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,08E+00
25	4	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,33E-02
25	4	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,68E-02
25	4	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,40E-02
25	4	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,01E-02
25	4	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,37E-02
25	4	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,07E-01
25	4	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,38E+00
25	4	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,22E+01
25	4	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,97E+01
25	4	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,59E-03
25	4	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	3,22E-03
25	4	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,81E-03
25	4	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,35E-02
25	4	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,14E-02
25	4	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	5,54E-02
25	4	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,18E+00
25	4	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,56E+00
25	4	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,08E+00
25	4	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,33E-02
25	4	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,68E-02
25	4	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,41E-02
25	4	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,02E-02
25	4	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,37E-02
25	4	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,08E-01
25	4	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,27E+00
25	4	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,20E+01
25	4	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,95E+01
25	4	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,80E-03
25	4	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	3,30E-03
25	4	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,77E-03
25	4	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,37E-02
25	4	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,15E-02
25	4	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	5,54E-02
25	4	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,18E+00
25	4	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,56E+00
25	4	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,08E+00
25	4	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,33E-02
25	4	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,69E-02
25	4	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,41E-02
25	4	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,02E-02
25	4	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,37E-02
25	4	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,08E-01
25	4	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,19E+00
25	4	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,19E+01
25	4	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,94E+01
25	4	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,85E-03
25	4	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	3,21E-03
25	4	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,80E-03
25	4	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,37E-02
25	4	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,15E-02
25	4	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	5,55E-02
25	4	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,18E+00
25	4	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,57E+00
25	4	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,09E+00
25	4	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,33E-02
25	4	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,69E-02
25	4	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,42E-02
25	4	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,02E-02
25	4	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	8,38E-02
25	4	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,08E-01
25	4	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,09E+00
25	4	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,18E+01
25	4	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,93E+01
25	4	VDDO_PAD_3_3V_IDDQ3V3_-8	4,50E+00	3,64E-03
25	4	VDDO_PAD_3_3V_IDDQ3V3_-8	5,00E+00	9,27E-03
25	4	VDDO_PAD_3_3V_IDDQ3V3_-8	5,50E+00	2,30E-02
25	4	VDDR_PAD_3_3V_IDDQ3V3_-8	4,50E+00	8,67E-05
25	4	VDDR_PAD_3_3V_IDDQ3V3_-8	5,00E+00	4,28E-04
25	4	VDDR_PAD_3_3V_IDDQ3V3_-8	5,50E+00	9,47E-04
25	4	Freq_PROCMONDCELLS	1,00E+00	NaN
25	4	Freq_PROCMONDCELLS	1,10E+00	NaN
25	4	Freq_PROCMONDCELLS	1,20E+00	NaN
25	4	Freq_PROCMONDCELLS	1,30E+00	3,12E+00
25	4	Freq_PROCMONDCELLS	1,40E+00	3,75E+00
25	4	Freq_PROCMONDCELLS	1,50E+00	4,37E+00
25	4	Freq_PROCMONDCELLS	1,60E+00	4,98E+00
25	4	Freq_PROCMONDCELLS	1,70E+00	5,57E+00
25	4	Freq_PROCMONDCELLS	1,80E+00	6,15E+00
25	4	Freq_PROCMONDCELLS	1,90E+00	6,70E+00
25	4	Freq_PROCMONDCELLS	2,00E+00	7,22E+00
25	4	Pulse1_PROCMONDCELLS	1,00E+00	NaN
25	4	Pulse1_PROCMONDCELLS	1,10E+00	NaN
25	4	Pulse1_PROCMONDCELLS	1,20E+00	4,46E+02
25	4	Pulse1_PROCMONDCELLS	1,30E+00	2,06E+02
25	4	Pulse1_PROCMONDCELLS	1,40E+00	1,65E+02
25	4	Pulse1_PROCMONDCELLS	1,50E+00	1,39E+02
25	4	Pulse1_PROCMONDCELLS	1,60E+00	1,20E+02
25	4	Pulse1_PROCMONDCELLS	1,70E+00	1,07E+02
25	4	Pulse1_PROCMONDCELLS	1,80E+00	9,55E+01
25	4	Pulse1_PROCMONDCELLS	1,90E+00	8,75E+01
25	4	Pulse1_PROCMONDCELLS	2,00E+00	8,05E+01
25	4	Pulse2_PROCMONDCELLS	1,00E+00	NaN
25	4	Pulse2_PROCMONDCELLS	1,10E+00	NaN
25	4	Pulse2_PROCMONDCELLS	1,20E+00	3,66E+02
25	4	Pulse2_PROCMONDCELLS	1,30E+00	1,42E+02
25	4	Pulse2_PROCMONDCELLS	1,40E+00	1,13E+02
25	4	Pulse2_PROCMONDCELLS	1,50E+00	9,59E+01
25	4	Pulse2_PROCMONDCELLS	1,60E+00	8,32E+01
25	4	Pulse2_PROCMONDCELLS	1,70E+00	7,46E+01
25	4	Pulse2_PROCMONDCELLS	1,80E+00	6,76E+01
25	4	Pulse2_PROCMONDCELLS	1,90E+00	6,19E+01
25	4	Pulse2_PROCMONDCELLS	2,00E+00	5,72E+01
25	4	Freq_PROCMONDCELLSLL	1,00E+00	NaN
25	4	Freq_PROCMONDCELLSLL	1,10E+00	NaN
25	4	Freq_PROCMONDCELLSLL	1,20E+00	NaN
25	4	Freq_PROCMONDCELLSLL	1,30E+00	2,23E+00
25	4	Freq_PROCMONDCELLSLL	1,40E+00	2,71E+00
25	4	Freq_PROCMONDCELLSLL	1,50E+00	3,19E+00
25	4	Freq_PROCMONDCELLSLL	1,60E+00	3,66E+00
25	4	Freq_PROCMONDCELLSLL	1,70E+00	4,12E+00
25	4	Freq_PROCMONDCELLSLL	1,80E+00	4,57E+00
25	4	Freq_PROCMONDCELLSLL	1,90E+00	5,01E+00
25	4	Freq_PROCMONDCELLSLL	2,00E+00	5,43E+00
25	4	Pulse1_PROCMONDCELLSLL	1,00E+00	NaN
25	4	Pulse1_PROCMONDCELLSLL	1,10E+00	NaN
25	4	Pulse1_PROCMONDCELLSLL	1,20E+00	9,47E+02
25	4	Pulse1_PROCMONDCELLSLL	1,30E+00	2,81E+02
25	4	Pulse1_PROCMONDCELLSLL	1,40E+00	2,24E+02
25	4	Pulse1_PROCMONDCELLSLL	1,50E+00	1,89E+02
25	4	Pulse1_PROCMONDCELLSLL	1,60E+00	1,63E+02
25	4	Pulse1_PROCMONDCELLSLL	1,70E+00	1,43E+02
25	4	Pulse1_PROCMONDCELLSLL	1,80E+00	1,29E+02
25	4	Pulse1_PROCMONDCELLSLL	1,90E+00	1,16E+02
25	4	Pulse1_PROCMONDCELLSLL	2,00E+00	1,06E+02
25	4	Pulse2_PROCMONDCELLSLL	1,00E+00	NaN
25	4	Pulse2_PROCMONDCELLSLL	1,10E+00	NaN
25	4	Pulse2_PROCMONDCELLSLL	1,20E+00	6,96E+02
25	4	Pulse2_PROCMONDCELLSLL	1,30E+00	1,99E+02
25	4	Pulse2_PROCMONDCELLSLL	1,40E+00	1,58E+02
25	4	Pulse2_PROCMONDCELLSLL	1,50E+00	1,34E+02
25	4	Pulse2_PROCMONDCELLSLL	1,60E+00	1,16E+02
25	4	Pulse2_PROCMONDCELLSLL	1,70E+00	1,02E+02
25	4	Pulse2_PROCMONDCELLSLL	1,80E+00	9,24E+01
25	4	Pulse2_PROCMONDCELLSLL	1,90E+00	8,38E+01
25	4	Pulse2_PROCMONDCELLSLL	2,00E+00	7,79E+01
25	4	IOTEST	1,20E+00	1,20E+00
25	4	NANDTREE	1,19E+00	1,19E+00
25	4	LOGIC1	-1,00E+00	-1,00E+00
25	4	LOGIC2	1,26E+00	1,26E+00
25	4	LOGIC3	1,26E+00	1,26E+00
25	4	LOGIC4	1,26E+00	1,26E+00
25	4	LIFETEST	1,24E+00	1,24E+00
25	4	ROM8KX64DATA	1,20E+00	1,20E+00
25	4	ROM8KX64READ	1,20E+00	1,20E+00
25	4	SPRAMB2KX18DATA	1,20E+00	1,20E+00
25	4	SPRAMB2KX18MARCHC	1,20E+00	1,20E+00
25	4	SPRAMB2KX18MARCHCNEW	1,21E+00	1,21E+00
25	4	DPRAM4KX64DATA	1,26E+00	1,26E+00
25	4	DPRAM4KX64MARCHC	1,24E+00	1,24E+00
25	4	PUPD	1,21E+00	1,21E+00
25	5	VDD_PAD_1_8V_IDDQ1V8_-8	1,62E+00	2,94E-03
25	5	VDD_PAD_1_8V_IDDQ1V8_-8	1,80E+00	3,06E-03
25	5	VDD_PAD_1_8V_IDDQ1V8_-8	1,98E+00	3,74E-03
25	5	VDD!_IDDQ1V8_-8	1,62E+00	2,57E-02
25	5	VDD!_IDDQ1V8_-8	1,80E+00	3,21E-02
25	5	VDD!_IDDQ1V8_-8	1,98E+00	4,46E-02
25	5	VDD_DPRAM4KX64_IDDQ1V8_-8	1,62E+00	1,65E+00
25	5	VDD_DPRAM4KX64_IDDQ1V8_-8	1,80E+00	1,93E+00
25	5	VDD_DPRAM4KX64_IDDQ1V8_-8	1,98E+00	2,33E+00
25	5	VDD_ROM8KX64_IDDQ1V8_-8	1,62E+00	1,22E-02
25	5	VDD_ROM8KX64_IDDQ1V8_-8	1,80E+00	1,55E-02
25	5	VDD_ROM8KX64_IDDQ1V8_-8	1,98E+00	2,24E-02
25	5	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,62E+00	5,54E-02
25	5	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,80E+00	6,71E-02
25	5	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,98E+00	8,89E-02
25	5	VDD!_SEP_IDDQ1V8_-8	1,62E+00	1,27E-01
25	5	VDD!_SEP_IDDQ1V8_-8	1,80E+00	1,59E-01
25	5	VDD!_SEP_IDDQ1V8_-8	1,98E+00	2,21E-01
25	5	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,67E-03
25	5	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	3,05E-03
25	5	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,68E-03
25	5	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,71E-02
25	5	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	3,40E-02
25	5	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	4,67E-02
25	5	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,65E+00
25	5	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,93E+00
25	5	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,34E+00
25	5	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,22E-02
25	5	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,55E-02
25	5	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,24E-02
25	5	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,21E-02
25	5	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	7,47E-02
25	5	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	9,76E-02
25	5	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,25E-01
25	5	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,56E-01
25	5	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,16E-01
25	5	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,66E-03
25	5	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	3,01E-03
25	5	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,61E-03
25	5	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,72E-02
25	5	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	3,39E-02
25	5	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	4,65E-02
25	5	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,65E+00
25	5	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,93E+00
25	5	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,35E+00
25	5	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,23E-02
25	5	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,55E-02
25	5	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,23E-02
25	5	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,22E-02
25	5	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	7,47E-02
25	5	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	9,75E-02
25	5	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,25E-01
25	5	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,56E-01
25	5	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,16E-01
25	5	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,78E-03
25	5	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	3,02E-03
25	5	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,70E-03
25	5	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,71E-02
25	5	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	3,38E-02
25	5	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	4,67E-02
25	5	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,65E+00
25	5	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,93E+00
25	5	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,33E+00
25	5	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,22E-02
25	5	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,54E-02
25	5	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,24E-02
25	5	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,21E-02
25	5	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	7,46E-02
25	5	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	9,76E-02
25	5	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,25E-01
25	5	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,56E-01
25	5	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,16E-01
25	5	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,55E-03
25	5	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	3,06E-03
25	5	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,60E-03
25	5	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,73E-02
25	5	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	3,38E-02
25	5	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	4,66E-02
25	5	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,65E+00
25	5	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,93E+00
25	5	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,33E+00
25	5	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,22E-02
25	5	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,55E-02
25	5	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,24E-02
25	5	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	6,21E-02
25	5	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	7,47E-02
25	5	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	9,75E-02
25	5	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,25E-01
25	5	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,56E-01
25	5	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	2,16E-01
25	5	VDDO_PAD_3_3V_IDDQ3V3_-8	4,50E+00	3,71E-03
25	5	VDDO_PAD_3_3V_IDDQ3V3_-8	5,00E+00	9,23E-03
25	5	VDDO_PAD_3_3V_IDDQ3V3_-8	5,50E+00	2,34E-02
25	5	VDDR_PAD_3_3V_IDDQ3V3_-8	4,50E+00	1,12E-04
25	5	VDDR_PAD_3_3V_IDDQ3V3_-8	5,00E+00	4,03E-04
25	5	VDDR_PAD_3_3V_IDDQ3V3_-8	5,50E+00	8,89E-04
25	5	Freq_PROCMONDCELLS	1,00E+00	NaN
25	5	Freq_PROCMONDCELLS	1,10E+00	NaN
25	5	Freq_PROCMONDCELLS	1,20E+00	NaN
25	5	Freq_PROCMONDCELLS	1,30E+00	3,04E+00
25	5	Freq_PROCMONDCELLS	1,40E+00	3,66E+00
25	5	Freq_PROCMONDCELLS	1,50E+00	4,27E+00
25	5	Freq_PROCMONDCELLS	1,60E+00	4,87E+00
25	5	Freq_PROCMONDCELLS	1,70E+00	5,46E+00
25	5	Freq_PROCMONDCELLS	1,80E+00	6,02E+00
25	5	Freq_PROCMONDCELLS	1,90E+00	6,56E+00
25	5	Freq_PROCMONDCELLS	2,00E+00	7,08E+00
25	5	Pulse1_PROCMONDCELLS	1,00E+00	NaN
25	5	Pulse1_PROCMONDCELLS	1,10E+00	NaN
25	5	Pulse1_PROCMONDCELLS	1,20E+00	4,61E+02
25	5	Pulse1_PROCMONDCELLS	1,30E+00	2,11E+02
25	5	Pulse1_PROCMONDCELLS	1,40E+00	1,69E+02
25	5	Pulse1_PROCMONDCELLS	1,50E+00	1,42E+02
25	5	Pulse1_PROCMONDCELLS	1,60E+00	1,23E+02
25	5	Pulse1_PROCMONDCELLS	1,70E+00	1,08E+02
25	5	Pulse1_PROCMONDCELLS	1,80E+00	9,77E+01
25	5	Pulse1_PROCMONDCELLS	1,90E+00	8,87E+01
25	5	Pulse1_PROCMONDCELLS	2,00E+00	8,20E+01
25	5	Pulse2_PROCMONDCELLS	1,00E+00	NaN
25	5	Pulse2_PROCMONDCELLS	1,10E+00	NaN
25	5	Pulse2_PROCMONDCELLS	1,20E+00	3,79E+02
25	5	Pulse2_PROCMONDCELLS	1,30E+00	1,45E+02
25	5	Pulse2_PROCMONDCELLS	1,40E+00	1,16E+02
25	5	Pulse2_PROCMONDCELLS	1,50E+00	9,80E+01
